movie_id,primary_title,original_title,start_year,runtime_minutes,genres,clean_title,averagerating,numvotes,domestic_gross,foreign_gross,production_budget,worldwide_gross,release_date,release_year,release_month
tt3948764,Chicago Rot,Chicago Rot,2016,100.0,"Drama,Horror,Sci-Fi",chicago rot,5.5,100,,,,,,,
tt3949216,Big Bad,Big Bad,2016,87.0,"Action,Adventure,Comedy",big bad,4.5,208,,,,,,,
tt3949586,Plague,Plague,2015,84.0,"Drama,Horror,Sci-Fi",plague,5.4,2256,,,,,,,
tt3949610,Poriyaalan,Poriyaalan,2014,118.0,"Drama,Thriller",poriyaalan,6.2,71,,,,,,,
tt3949626,Sigaram Thodu,Sigaram Thodu,2014,147.0,"Action,Thriller",sigaram thodu,6.3,362,,,,,,,
tt3949630,Anukshanam,Anukshanam,2014,82.0,"Crime,Thriller",anukshanam,7.8,1153,,,,,,,
tt3949638,Power,Power,2014,147.0,Action,power,5.9,656,,,,,,,
tt3949650,Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,2014,109.0,"Action,Adventure,Animation",doraemon: new nobita's great demon-peko and the exploration party of five,6.9,348,,,,,,,
tt3949658,The Similars,Los Parecidos,2015,89.0,"Horror,Sci-Fi",the similars,5.9,3090,,,,,,,
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"Action,Adventure,Comedy",teenage mutant ninja turtles: out of the shadows,6.0,77234,82100000.0,163600000.0,135000000.0,245328374.0,2016-06-03,2016.0,6.0
tt3949936,The Secret Society of Souptown,Supilinna Salaselts,2015,95.0,"Action,Adventure,Family",the secret society of souptown,6.8,494,,,,,,,
tt3949952,Alison,Alison,2016,80.0,Documentary,alison,7.6,506,,,,,,,
tt3949996,Fox Trap,Fox Trap,2016,97.0,Horror,fox trap,5.5,292,,,,,,,
tt3950002,1448 Love Among Us,1448 Love Among Us,2014,,Drama,1448 love among us,5.4,131,,,,,,,
tt3950032,"Happy Birthday, Toby Simpson","Happy Birthday, Toby Simpson",2017,82.0,"Comedy,Drama,Romance","happy birthday, toby simpson",6.1,171,,,,,,,
tt3950078,The Taking of Tiger Mountain,Zhi qu wei hu shan,2014,141.0,"Action,Adventure,Biography",the taking of tiger mountain,6.5,2456,229000.0,141400000.0,,,,,
tt3950488,Black Beauty,Black Beauty,2015,86.0,Family,black beauty,3.8,189,,,,,,,
tt3950838,#O2LForever,#O2LForever,2015,95.0,"Biography,Documentary,Music",#o2lforever,9.2,66,,,,,,,
tt3950908,Anger of the Dead,Anger of the Dead,2015,84.0,"Drama,Horror",anger of the dead,3.0,628,,,,,,,
tt3951190,Born to Dance,Born to Dance,2015,96.0,"Action,Drama,Music",born to dance,5.8,670,,,,,,,
tt3951206,Muse,Muse,2017,95.0,"Drama,Fantasy,Horror",muse,5.3,226,,,,,,,
tt3951298,Army Dog,Leap,2016,90.0,Action,army dog,4.8,121,,,,,,,
tt3951566,Apothecary,Apothecary,2014,138.0,"Drama,Thriller",apothecary,7.1,446,,,,,,,
tt3951730,Scherzo Diabolico,Scherzo Diabolico,2015,91.0,"Comedy,Horror,Thriller",scherzo diabolico,5.4,526,,,,,,,
tt3951732,Chalk It Up,Chalk It Up,2016,90.0,Comedy,chalk it up,4.7,1084,,,,,,,
tt3951908,Neither Wolf Nor Dog,Neither Wolf Nor Dog,2016,110.0,Drama,neither wolf nor dog,7.8,302,,,,,,,
tt3952108,The Dead Room,The Dead Room,2015,80.0,"Horror,Thriller",the dead room,4.8,2775,,,,,,,
tt3952226,Prophecy,Yokokuhan,2015,119.0,Mystery,prophecy,6.5,501,,,12000000.0,22673340.0,1979-06-15,1979.0,6.0
tt3952246,ST: Aka to Shiro no Sôsa File the Movie,ST: Aka to Shiro no Sôsa File the Movie,2015,,Thriller,st: aka to shiro no sôsa file the movie,6.4,59,,,,,,,
tt3952900,We Are Pregnant,Embarazados,2016,100.0,Comedy,we are pregnant,5.5,1338,,,,,,,
tt3953186,The Tribe,The Tribe,2016,97.0,"Drama,Sci-Fi,Thriller",the tribe,4.6,340,151000.0,,,,,,
tt3953260,Hel,Hel,2016,93.0,"Mystery,Thriller",hel,4.6,63,,,,,,,
tt3953600,Dawn/Spring,Dawn/Spring,2014,93.0,Drama,dawn/spring,1.4,76,,,,,,,
tt3953626,A Country Called Home,A Country Called Home,2015,90.0,Drama,a country called home,5.9,912,,,,,,,
tt3953834,Cart,Ka-teu,2014,110.0,Drama,cart,6.7,543,,,,,,,
tt3953944,Killing Jimmy Hoffa,Killing Jimmy Hoffa,2014,79.0,Documentary,killing jimmy hoffa,6.5,68,,,,,,,
tt3954068,Enakkul Oru Devathai,Enakkul Oru Devathai,2014,108.0,Family,enakkul oru devathai,8.3,83,,,,,,,
tt3954196,Abang Long Fadil,Abang Long Fadil,2014,107.0,Action,abang long fadil,5.8,63,,,,,,,
tt3954222,Männerhort,Männerhort,2014,97.0,"Comedy,Drama",männerhort,5.0,1449,,,,,,,
tt3954294,A Gift Horse,A Gift Horse,2015,83.0,Family,a gift horse,5.1,145,,,,,,,
tt3954646,Ánimas,Ánimas,2018,83.0,"Horror,Thriller",ánimas,4.6,714,,,,,,,
tt3954660,Suntan,Suntan,2016,104.0,Drama,suntan,6.6,4686,6600.0,,,,,,
tt3954758,Bleaching Black Culture,Bleaching Black Culture,2014,51.0,Documentary,bleaching black culture,4.7,57,,,,,,,
tt3954876,Don Quixote,Don Quixote,2015,83.0,"Adventure,Drama,Family",don quixote,5.6,307,,,,,,,
tt3954882,Memories on Stone,Bîranînen li ser kevirî,2014,97.0,"Comedy,Drama,History",memories on stone,6.8,118,,,,,,,
tt3955042,The Wendy Effect,Wendyeffekten,2015,81.0,Comedy,the wendy effect,4.7,133,,,,,,,
tt3955342,Hating Obama,Hating Obama,2014,68.0,Documentary,hating obama,3.6,85,,,,,,,
tt3955618,Stinking Heaven,Stinking Heaven,2015,70.0,"Comedy,Drama",stinking heaven,6.0,222,,,,,,,
tt3955672,Apples From the Desert,Apples From the Desert,2014,96.0,"Drama,Romance",apples from the desert,7.4,97,,,,,,,
tt3955808,Thirst,Thirst,2015,87.0,"Action,Sci-Fi,Thriller",thirst,4.4,862,,,,,,,
tt3955894,Girl Asleep,Girl Asleep,2015,77.0,"Comedy,Family,Fantasy",girl asleep,6.2,2256,,,,,,,
tt3955992,Canon - fidelidad al límite,Canon - fidelidad al límite,2014,104.0,Drama,canon - fidelidad al límite,4.9,97,,,,,,,
tt3956198,Kistimaat,Kistimaat,2014,151.0,"Action,Crime",kistimaat,5.9,165,,,,,,,
tt3956272,Hijrah Cinta,Hijrah Cinta,2014,,Drama,hijrah cinta,8.3,54,,,,,,,
tt3956312,My Old Classmate,Tong zhuo de ni,2014,98.0,"Comedy,Romance",my old classmate,5.6,330,,,,,,,
tt3956334,Ciao Ciao,Ciao Ciao,2017,83.0,"Comedy,Drama",ciao ciao,5.9,93,,,,,,,
tt3956336,American Dresser,American Dresser,2018,97.0,"Adventure,Drama",american dresser,5.0,222,,,,,,,
tt3956366,Rathaavara,Rathaavara,2015,131.0,"Crime,Drama,Thriller",rathaavara,6.9,232,,,,,,,
tt3956396,GazGolder,GazGolder,2014,119.0,Crime,gazgolder,2.6,256,,,,,,,
tt3956562,Gangster Ka,Gangster Ka,2015,97.0,"Crime,Drama,Thriller",gangster ka,6.5,280,,,,,,,
tt3956688,Dangerous Boys,Wai peng nak leng kha san,2014,,Action,dangerous boys,6.2,83,,,,,,,
tt3956712,Finding Traction,Finding Traction,2014,57.0,"Adventure,Biography,Documentary",finding traction,6.6,230,,,,,,,
tt3956722,At Home,At Home,2015,110.0,Drama,at home,6.2,80,,,,,,,
tt3956754,I Touched All Your Stuff,A vida privada dos hipopótamos,2014,92.0,"Adventure,Biography,Crime",i touched all your stuff,6.5,108,,,,,,,
tt3957098,World War III,El Harb El Alameya El Talta,2014,,Comedy,world war iii,6.9,910,,,,,,,
tt3957170,Gun Runners,Gun Runners,2015,89.0,"Documentary,Sport",gun runners,7.3,141,,,,,,,
tt3957254,The Exorcist File,The Exorcist File,2014,90.0,Documentary,the exorcist file,5.6,78,,,,,,,
tt3957914,Origin Story,Origin Story,2018,106.0,Documentary,origin story,8.3,67,,,,,,,
tt3957956,12 Rounds 3: Lockdown,12 Rounds 3: Lockdown,2015,90.0,"Action,Crime,Thriller",12 rounds 3: lockdown,5.3,3319,,,,,,,
tt3957986,Confession,Jo-Eun-Chin-Goo-Deul,2014,114.0,Thriller,confession,6.7,284,,,,,,,
tt3958014,Scarlet Innocence,Madam ppang-deok,2014,113.0,"Romance,Thriller",scarlet innocence,5.9,634,,,,,,,
tt3958072,The Lesson,Urok,2014,111.0,Drama,the lesson,7.2,2101,9000.0,,,,,,
tt3958098,Sand Dollars,Dólares de arena,2014,84.0,Drama,sand dollars,5.9,381,,,,,,,
tt3958276,Midnight Diner,Shinya shokudô,2014,119.0,"Comedy,Drama",midnight diner,7.4,1357,,,,,,,
tt3958596,Borbaad,Borbaad,2014,140.0,"Action,Drama,Romance",borbaad,5.5,147,,,,,,,
tt3958748,RiffTrax Live: Godzilla,RiffTrax Live: Godzilla,2014,136.0,Comedy,rifftrax live: godzilla,6.6,110,,,,,,,
tt3958780,Equity,Equity,2016,100.0,Drama,equity,5.5,3131,,,,,,,
tt3958790,RiffTrax Live: Anaconda,RiffTrax Live: Anaconda,2014,120.0,Comedy,rifftrax live: anaconda,6.5,121,,,,,,,
tt3958900,The Circus Dynasty,Cirkusdynastiet,2014,95.0,"Documentary,Drama,Romance",the circus dynasty,5.9,56,,,,,,,
tt3958918,The War Within,The War Within,2014,92.0,"Drama,Fantasy",the war within,5.2,112,,,,,,,
tt3959084,Paranormal Extremes: Text Messages from the Dead,Paranormal Extremes: Text Messages from the Dead,2015,102.0,"Drama,Horror",paranormal extremes: text messages from the dead,2.4,87,,,,,,,
tt3959094,2/11 Het spel van de wolf,2/11 Het spel van de wolf,2014,90.0,Drama,2/11 het spel van de wolf,5.3,107,,,,,,,
tt3959690,Raiders of the Lost Shark,Raiders of the Lost Shark,2015,71.0,"Action,Adventure,Comedy",raiders of the lost shark,1.6,681,,,,,,,
tt3960240,The After Party,The After Party,2018,120.0,"Comedy,Music",the after party,5.8,3034,,,,,,,
tt3960412,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016,87.0,"Comedy,Music",popstar: never stop never stopping,6.7,47278,,,20000000.0,9537120.0,2016-06-03,2016.0,6.0
tt3960584,Falsely Accused,Falsely Accused,2016,81.0,"Crime,Mystery,Thriller",falsely accused,3.8,191,,,,,,,
tt3960728,Héroes,Héroes,2015,,Comedy,héroes,3.8,67,,,,,,,
tt3960820,Land,Land,2018,111.0,Drama,land,7.1,63,,,,,,,
tt3960938,Un début prometteur,Un début prometteur,2015,90.0,"Comedy,Drama",un début prometteur,5.3,235,,,,,,,
tt3961040,Darkness,Igra u tami,2015,,Drama,darkness,5.2,194,,,10600000.0,34409206.0,2004-12-25,2004.0,12.0
tt3961188,Born Warriors,Born Warriors,2014,26.0,"Documentary,History",born warriors,8.2,63,,,,,,,
tt3961690,Dolu,Dolu,2012,84.0,War,dolu,7.9,128,,,,,,,
tt3961964,Raining Hell,Tar Pit,2015,85.0,"Action,Crime,Drama",raining hell,6.7,73,,,,,,,
tt3962184,Hebbuli,Hebbuli,2017,141.0,"Action,Crime,Thriller",hebbuli,7.3,1890,,,,,,,
tt3962210,David and Goliath,David and Goliath,2015,92.0,"Action,Adventure,Drama",david and goliath,4.5,1737,,,,,,,
tt3962296,The Gods,The Gods,2017,100.0,"Action,Romance,Thriller",the gods,6.4,80,,,,,,,
tt3962828,In the Basement,Im Keller,2014,81.0,Documentary,in the basement,6.7,2121,3600.0,,,,,,
tt3962848,Welcome to Leith,Welcome to Leith,2015,85.0,Documentary,welcome to leith,7.0,3512,36000.0,,,,,,
tt3962984,The Black Prince,The Black Prince,2017,118.0,"Drama,History",the black prince,6.8,821,,,,,,,
tt3963170,Podarok s kharakterom,Podarok s kharakterom,2014,88.0,"Comedy,Family",podarok s kharakterom,4.3,218,,,,,,,
tt3963348,2025,2025,2015,,Drama,2025,1.2,82,,,,,,,
tt3963466,The Rotten Link,El eslabón podrido,2015,75.0,"Crime,Drama,Horror",the rotten link,5.6,74,,,,,,,
tt3963640,Late Night Double Feature,Late Night Double Feature,2016,89.0,"Comedy,Horror,Thriller",late night double feature,5.3,709,,,,,,,
tt3963766,A Journey to a Journey,A Journey to a Journey,2016,85.0,"Drama,Mystery,Sci-Fi",a journey to a journey,6.8,494,,,,,,,
tt3963812,Dragonfly,Dragonfly,2016,76.0,Drama,dragonfly,4.8,104,,,60000000.0,30063805.0,2002-02-22,2002.0,2.0
tt3963816,Marauders,Marauders,2016,107.0,"Action,Crime,Mystery",marauders,5.5,16752,,,,,,,
tt3965714,Deadly Lessons,Deadly Lessons,2014,138.0,"Comedy,Thriller",deadly lessons,5.7,2029,,,,,,,
tt3965866,All Cats Are Grey,Tous les chats sont gris,2014,84.0,Drama,all cats are grey,6.8,153,,,,,,,
tt3966404,Mustang,Mustang,2015,97.0,Drama,mustang,7.6,30899,845000.0,,1400000.0,5552584.0,2015-11-20,2015.0,11.0
tt3966544,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,97.0,"Adventure,Documentary",lost soul: the doomed journey of richard stanley's island of dr. moreau,7.5,2747,,,,,,,
tt3966550,Elephant's Dream,Elephant's Dream,2014,72.0,"Documentary,News",elephant's dream,7.2,55,,,,,,,
tt3966642,Hablar,Hablar,2015,75.0,"Comedy,Drama",hablar,6.2,339,,,,,,,
tt3966942,The President,The President,2014,119.0,Drama,the president,7.3,1207,7600.0,,,,,,
tt3967248,Limbo,Limbo,2014,80.0,Drama,limbo,5.6,67,,,8300000.0,2598224.0,1999-06-04,1999.0,6.0
tt3967356,Skylight,National Theatre Live: Skylight,2014,135.0,Drama,skylight,8.6,302,,,,,,,
tt3967508,I Want to Dance,I Want to Dance,2015,99.0,"Comedy,Drama",i want to dance,5.2,202,,,,,,,
tt3967826,My First Miracle,My First Miracle,2015,111.0,"Drama,Family,Romance",my first miracle,7.0,196,,,,,,,
tt3967856,Okja,Okja,2017,120.0,"Action,Adventure,Drama",okja,7.3,71875,,,,,,,
tt3967878,Illang: The Wolf Brigade,Inrang,2018,139.0,"Action,Sci-Fi",illang: the wolf brigade,6.0,2534,,,,,,,
tt3967902,Data Limite segundo Chico Xavier,Data Limite segundo Chico Xavier,2014,63.0,Documentary,data limite segundo chico xavier,7.6,111,,,,,,,
tt3968088,"Sophie Gold, the Diary of a Gold Digger","Sophie Gold, the Diary of a Gold Digger",2017,96.0,Drama,"sophie gold, the diary of a gold digger",8.2,72,,,,,,,
tt3968610,Jeremy Jones' Higher,Jeremy Jones' Higher,2014,95.0,"Action,Adventure,Documentary",jeremy jones' higher,7.7,232,,,,,,,
tt3969208,Trust Fund,Trust Fund,2016,107.0,Drama,trust fund,6.1,99,,,,,,,
tt3969512,Hole in the Wall,Hole in the Wall,2014,79.0,Horror,hole in the wall,4.3,51,,,,,,,
tt3969522,The Mad Kings,Les rois du monde,2015,100.0,"Comedy,Drama",the mad kings,5.4,70,,,,,,,
tt3969688,Voices from Chernobyl,La supplication,2016,82.0,"Documentary,Drama,History",voices from chernobyl,7.3,64,,,,,,,
tt3970280,A Magic Christmas,A Magic Christmas,2014,80.0,Family,a magic christmas,5.1,144,,,,,,,
tt3970310,Chubby,Bouboule,2014,84.0,Comedy,chubby,5.3,136,,,,,,,
tt3970482,Roger Waters: The Wall,Roger Waters: The Wall,2014,132.0,"Documentary,Music",roger waters: the wall,8.6,4065,,,,,,,
tt3970806,The Incident,The Incident,2015,94.0,"Drama,Thriller",the incident,4.5,155,,,,,,,
tt3970854,The Perfect Dictatorship,La dictadura perfecta,2014,143.0,"Comedy,Drama",the perfect dictatorship,7.2,3949,,,,,,,
tt3970874,Luciferous,Luciferous,2015,90.0,"Drama,Horror,Thriller",luciferous,4.0,447,,,,,,,
tt3971168,Knysna,Knysna,2014,100.0,"Comedy,Romance",knysna,6.1,74,,,,,,,
tt3971202,Paradise,Le paradis,2014,68.0,Unknown,paradise,6.3,107,,,,,,,
tt3971732,Karisik Kaset,Karisik Kaset,2014,107.0,"Comedy,Drama,Music",karisik kaset,5.9,1282,,,,,,,
tt3971764,New Initial D the Movie: Legend 1 - Awakening,Shingekijouban Inisharu D: Legend 1 - Kakusei,2014,62.0,"Action,Animation,Sport",new initial d the movie: legend 1 - awakening,7.5,132,,,,,,,
tt3971790,Letters to Max,Letters to Max,2014,103.0,Documentary,letters to max,6.8,51,,,,,,,
tt3971944,Goreyan Nu Daffa Karo,Goreyan Nu Daffa Karo,2014,134.0,Comedy,goreyan nu daffa karo,7.5,659,,,,,,,
tt3972110,The Assault,The Assault,2017,90.0,"Action,Thriller",the assault,4.0,84,,,,,,,
tt3973012,Women Who Kill,Women Who Kill,2016,93.0,"Comedy,Crime,Mystery",women who kill,5.3,494,,,,,,,
tt3973410,Kaakkaa Muttai,Kaakkaa Muttai,2014,91.0,"Comedy,Drama",kaakkaa muttai,8.4,4320,,,,,,,
tt3973432,Flapping in the Middle of Nowhere,Dap cánh giua không trung,2014,99.0,"Drama,Romance",flapping in the middle of nowhere,6.8,119,,,,,,,
tt3973502,Infiltrant,Infiltrant,2014,86.0,"Crime,Drama,Thriller",infiltrant,5.9,313,,,,,,,
tt3973590,Mardan,Mardan,2014,110.0,Drama,mardan,6.0,145,,,,,,,
tt3973598,Obra,Obra,2014,80.0,Drama,obra,6.1,147,,,,,,,
tt3973612,Stories of Our Lives,Stories of Our Lives,2014,60.0,Drama,stories of our lives,7.5,85,,,15000.0,0.0,2014-12-31,2014.0,12.0
tt3973638,Episode of the Sea,Episode of the Sea,2014,63.0,"Action,Documentary",episode of the sea,6.4,69,,,,,,,
tt3973656,Murder in Pacot,Meurtre à Pacot,2014,130.0,Drama,murder in pacot,6.3,111,,,,,,,
tt3973724,The Surrounding Game,The Surrounding Game,2018,97.0,"Documentary,Drama,History",the surrounding game,6.7,277,,,,,,,
tt3973814,Star Leaf,Star Leaf,2015,77.0,"Horror,Sci-Fi,Thriller",star leaf,3.5,563,,,,,,,
tt3974320,Origin,Bieffekterna,2016,93.0,"Action,Drama,Sci-Fi",origin,4.7,228,,,,,,,
tt3974764,The Sound of a Flower,Dorihwaga,2015,109.0,Biography,the sound of a flower,6.3,165,,,,,,,
tt3974790,Café. Waiting. Love,Deng yi ge ren ka fei,2014,119.0,"Comedy,Drama,Fantasy",café. waiting. love,6.4,1104,,,,,,,
tt3975072,Rudý kapitán,Rudý kapitán,2016,115.0,"Crime,Mystery,Thriller",rudý kapitán,5.6,446,,,,,,,
tt3975510,One and Two,One and Two,2015,90.0,"Drama,Fantasy,Thriller",one and two,5.2,1396,,,,,,,
tt3975556,Jackrabbit,Jackrabbit,2015,100.0,"Drama,Sci-Fi,Thriller",jackrabbit,4.6,382,,,,,,,
tt3975584,"Bad, Bad Men","Bad, Bad Men",2016,83.0,Comedy,"bad, bad men",7.8,59,,,,,,,
tt3976140,Children 404,Children 404,2014,70.0,Documentary,children 404,7.6,75,,,,,,,
tt3976144,The Monster,The Monster,2016,91.0,"Drama,Fantasy,Horror",the monster,5.4,13487,,,,,,,
tt3976234,Murderer,Sal in Ja,2014,75.0,"Drama,Thriller",murderer,4.7,75,,,,,,,
tt3976280,Short Skin,Short Skin - I dolori del giovane Edo,2014,86.0,"Comedy,Drama",short skin,6.5,445,,,,,,,
tt3976358,Vloga za Emo,Vloga za Emo,2014,93.0,"Comedy,Drama,Family",vloga za emo,5.8,116,,,,,,,
tt3977428,John From,John From,2015,95.0,Drama,john from,6.5,378,,,,,,,
tt3977462,Full Out,Full Out,2015,90.0,"Biography,Drama,Family",full out,6.4,1650,,,,,,,
tt3977806,WAX: We Are the X,WAX: We Are the X,2015,103.0,"Adventure,Romance,Thriller",wax: we are the x,6.4,91,,,,,,,
tt3977898,Nabat,Nabat,2014,105.0,"Drama,War",nabat,7.1,176,,,,,,,
tt3978090,Ruthe: Shit Happens,Ruthe: Shit Happens,2013,111.0,Comedy,ruthe: shit happens,8.6,62,,,,,,,
tt3978706,These Words Must Be on Your Heart,These Words Must Be on Your Heart,2014,69.0,Drama,these words must be on your heart,8.5,113,,,,,,,
tt3978720,4th Man Out,Fourth Man Out,2015,86.0,"Comedy,Drama",4th man out,6.7,8262,,,,,,,
tt3978902,Spirit Riders,Spirit Riders,2015,92.0,Family,spirit riders,4.5,199,,,,,,,
tt3978972,Onamalu,Onamalu,2012,,Drama,onamalu,7.9,58,,,,,,,
tt3980310,Occupants,Occupants,2015,81.0,"Horror,Sci-Fi,Thriller",occupants,5.2,486,,,,,,,
tt3980356,Je me souviens: 100 ans du Royal 22e Régiment,Je me souviens: 100 ans du Royal 22e Régiment,2014,52.0,"Documentary,History,War",je me souviens: 100 ans du royal 22e régiment,8.0,81,,,,,,,
tt3980372,Courageous Love,Courageous Love,2017,100.0,"Drama,Romance",courageous love,3.0,114,,,,,,,
tt3980530,My Stepdaughter,My Stepdaughter,2015,87.0,Thriller,my stepdaughter,3.7,359,,,,,,,
tt3980868,Poshter Boyz,Poshter Boyz,2014,135.0,Comedy,poshter boyz,7.1,210,,,,,,,
tt3982118,Adam Green's Aladdin,Adam Green's Aladdin,2016,82.0,"Adventure,Comedy,Drama",adam green's aladdin,6.4,158,,,,,,,
tt3982422,Aadama Jaichomada,Aadama Jaichomada,2014,116.0,Comedy,aadama jaichomada,5.6,118,,,,,,,
tt3982436,Loukyam,Loukyam,2014,150.0,"Action,Comedy",loukyam,6.6,628,,,,,,,
tt3982448,Beware of Dags,Naaigal Jaakirathai,2014,126.0,"Action,Comedy,Thriller",beware of dags,6.3,396,,,,,,,
tt3982462,Rajadhi Raja,Rajadhi Raja,2014,145.0,"Action,Comedy",rajadhi raja,4.6,632,,,,,,,
tt3982468,Sapthamashree Thaskaraha,Sapthamashree Thaskaraha,2014,148.0,"Comedy,Thriller",sapthamashree thaskaraha,6.8,1170,,,,,,,
tt3982482,Press 1 for Tamil,Tamiluku En Ondrai Aluthavum,2015,141.0,"Comedy,Sci-Fi,Thriller",press 1 for tamil,7.1,789,,,,,,,
tt3982760,Ordinary Victories,Le combat ordinaire,2015,101.0,Drama,ordinary victories,5.5,122,,,,,,,
tt3982774,Hadi Insallah,Hadi Insallah,2014,96.0,Comedy,hadi insallah,5.6,3445,,,,,,,
tt3982854,Song of My Mother,Annemin Sarkisi,2014,103.0,"Drama,Family",song of my mother,6.4,313,,,,,,,
tt3982912,Karel Zeman: Adventurer in Film,Film Adventurer Karel Zeman,2015,102.0,"Biography,Documentary",karel zeman: adventurer in film,8.0,59,,,,,,,
tt3983072,Ein Geschenk der Götter,Ein Geschenk der Götter,2014,102.0,"Comedy,Drama",ein geschenk der götter,6.8,171,,,,,,,
tt3983266,Aanmodderfakker,Aanmodderfakker,2014,100.0,"Comedy,Romance",aanmodderfakker,6.8,2515,,,,,,,
tt3983464,O Pátio das Cantigas,O Pátio das Cantigas,2015,108.0,Comedy,o pátio das cantigas,5.6,1525,,,,,,,
tt3983640,Wat Mannen Willen,Wat Mannen Willen,2015,105.0,Romance,wat mannen willen,5.0,279,,,,,,,
tt3983674,The Mask You Live In,The Mask You Live In,2015,97.0,"Documentary,News",the mask you live in,7.6,2008,,,,,,,
tt3983902,House by the Lake,House by the Lake,2017,77.0,"Horror,Thriller",house by the lake,3.6,360,,,,,,,
tt3984304,Dancing with Maria,Dancing with Maria,2014,75.0,"Documentary,Music",dancing with maria,7.5,83,,,,,,,
tt3984320,Capital C,Capital C,2014,87.0,"Documentary,News",capital c,6.9,250,,,,,,,
tt3984432,Ghost Source Zero,Ghost Source Zero,2017,95.0,Sci-Fi,ghost source zero,3.2,239,,,,,,,
tt3985248,All the Beauty,Alt det vakre,2016,91.0,Drama,all the beauty,5.9,62,,,,,,,
tt3985266,Misfits,Misfits,2015,74.0,"Documentary,Drama",misfits,5.8,64,,,,,,,
tt3985430,Legionario,Legionario,2017,80.0,"Drama,Thriller,War",legionario,6.7,373,,,,,,,
tt3985434,On a marché sur Bangkok,On a marché sur Bangkok,2014,93.0,Comedy,on a marché sur bangkok,4.4,348,,,,,,,
tt3985472,VeggieTales: Celery Night Fever,VeggieTales: Celery Night Fever,2014,53.0,"Animation,Comedy,Family",veggietales: celery night fever,7.0,67,,,,,,,
tt3985516,The Green Hell,The Green Hell,2016,114.0,"Documentary,Sport",the green hell,6.8,114,,,,,,,
tt3985572,Un Natale stupefacente,Un Natale stupefacente,2014,100.0,"Comedy,Romance",un natale stupefacente,5.7,385,,,,,,,
tt3985604,Hwaryeonhan oechul,Hwaryeonhan oechul,2013,80.0,Romance,hwaryeonhan oechul,5.6,322,,,,,,,
tt3985648,Sta kala kathoumena,Sta kala kathoumena,2014,92.0,Comedy,sta kala kathoumena,4.5,219,,,,,,,
tt3985956,Hercules,Hercules,2014,112.0,Comedy,hercules,6.2,72,,,100000000.0,243388614.0,2014-07-25,2014.0,7.0
tt3985956,Hercules,Hercules,2014,112.0,Comedy,hercules,6.2,72,,,70000000.0,250700000.0,1997-06-13,1997.0,6.0
tt3986532,Tig,Tig,2015,95.0,Documentary,tig,7.4,2173,,,,,,,
tt3986820,The Endless,The Endless,2017,111.0,"Fantasy,Horror,Sci-Fi",the endless,6.5,21161,,,,,,,
tt3986926,Ve Panayir Köyden Gider,Ve Panayir Köyden Gider,2015,99.0,"Drama,Mystery",ve panayir köyden gider,4.8,120,,,,,,,
tt3986932,Black Widows,Black Widows,2016,78.0,Comedy,black widows,6.5,1614,,,,,,,
tt3986978,Along for the Ride,Along for the Ride,2016,90.0,Documentary,along for the ride,6.7,144,,,,,,,
tt3989384,Another South,Una storia sbagliata,2014,109.0,Drama,another south,7.1,62,,,,,,,
tt3989444,Aya Arcos,Aya Arcos,2014,84.0,Drama,aya arcos,5.1,104,,,,,,,
tt3989726,Scarlet's Witch,Scarlet's Witch,2014,84.0,"Drama,Fantasy,Mystery",scarlet's witch,4.4,119,,,,,,,
tt3989744,Kakekomi,Kakekomi onna to kakedashi otoko,2015,143.0,"Comedy,Drama",kakekomi,7.1,281,,,,,,,
tt3989912,Narodni heroj Ljiljan Vidic,Narodni heroj Ljiljan Vidic,2015,107.0,"Adventure,Comedy,War",narodni heroj ljiljan vidic,6.0,738,,,,,,,
tt3990720,Three Days in September,Three Days in September,2015,90.0,"Drama,Thriller",three days in september,7.2,110,,,,,,,
tt3990782,Radio Dreams,Radio Dreams,2016,93.0,Comedy,radio dreams,6.1,217,,,,,,,
tt3991052,Infernal,Infernal,2015,99.0,"Drama,Horror,Mystery",infernal,3.1,384,,,,,,,
tt3991066,A Dogwalker's Christmas Tale,A Dogwalker's Christmas Tale,2015,86.0,"Comedy,Drama,Family",a dogwalker's christmas tale,5.2,1006,,,,,,,
tt3991302,Rumble,Rumble,2018,,Action,rumble,3.7,194,,,,,,,
tt3991412,The 9th Life of Louis Drax,The 9th Life of Louis Drax,2016,108.0,"Mystery,Thriller",the 9th life of louis drax,6.3,12158,,,,,,,
tt3992296,Gawazah Miri,Gawazah Miri,2014,,Comedy,gawazah miri,4.2,148,,,,,,,
tt3992752,Women Aren't Funny,Women Aren't Funny,2014,79.0,"Comedy,Documentary",women aren't funny,5.4,437,,,,,,,
tt3993350,The Hurt Business,The Hurt Business,2016,107.0,"Documentary,Sport",the hurt business,6.4,790,,,,,,,
